"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2016",557,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2016",10710,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2015",11198,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2015",555,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2015",10643,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2014",11079,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2014",549,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2014",10530,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2013",10967,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2013",543,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2013",10424,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2012",10860,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2012",545,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2012",10315,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2011",10708,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2011",542,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2011",10166,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2010",10493,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2010",550,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2010",9943,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2009",10278,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2009",543,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2009",9735,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2008",10403,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2008",536,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2008",9867,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2007",10294,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2007",543,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2007",9751,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2006",10111,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2006",554,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2006",9557,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2005",9943,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2005",590,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2005",9353,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2004",9786,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2004",642,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2004",9144,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2003",9573,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2003",696,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2003",8877,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2002",9454,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2002",710,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2002",8744,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2001",9383,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2001",705,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2001",8678,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2000",9491,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1999",9385,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1998",9289,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1997",9175,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1996",9068,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1995",9045,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1994",8939,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1993",8745,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1992",8632,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1991",8439,,,,
"Taiwan, China","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1990",8283,,,,
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2020",25018.739,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2020",16376.896,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2020",8641.843,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2014",21160.465,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2014",14399.773,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2014",6760.692,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2012",19492.985,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2012",11164.708,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2012",8328.278,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2010",21125.539,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2010",2705.997,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2010",18419.542,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2008",21031.033,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2008",1881.933,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2008",19149.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2006",17944.557,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2006",12013.643,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2006",5930.915,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2001",14710.12,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2001",12104.972,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2001",2605.148,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2021",17936.869,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2021",11953.392,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2021",5983.478,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2019",17091.271,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2019",10487.277,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2019",6603.994,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2017",14238.514,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2017",10172.671,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2017",4065.844,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2014",15050.052,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2014",10534.767,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2014",4515.286,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2013",13895.927,,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2013",9960.226,,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2013",3935.701,,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2012",10602.541,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2012",7012.061,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2012",3590.48,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2011",12389.469,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2011",7870.962,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2011",4518.508,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2010",10653.222,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2010",7176.655,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2010",3476.567,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2009",15767.737,,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 76 years or older, but bounded"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2009",11634.327,,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 76 years or older, but bounded"
"Uganda","HIES - National Household Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2009",4133.41,,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 76 years or older, but bounded"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2003",9260,,,,"Age coverage - minimum age: 10 years old"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2003",6361.6,,,,"Age coverage - minimum age: 10 years old"
"Uganda","LFS - National Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2003",2898.4,,,,"Age coverage - minimum age: 10 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2021",15693.369,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2021",2215.308,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2021",13478.061,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2020",15995.553,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2020",2258.925,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2020",13736.628,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2019",16667.984,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2019",2318.16,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2019",14349.824,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2018",16360.867,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2018",2438.602,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2018",13922.265,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2017",16156.4,,,,"Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2017",2489.4,,,,"Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2017",13667,,,,"Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2016",16276.9,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2016",2539.1,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2016",13737.8,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2015",16443.2,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2015",2508.8,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2015",13934.4,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2014",18073.3,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2014",2669.9,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2014",15403.4,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2013",20404.1,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2013",4082.8,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2013",16321.3,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2012",20354.3,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2012",4022.8,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2012",16331.5,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2011",20324.2,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2011",4117.6,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2011",16206.6,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
