Series Name,"Time","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czechia","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Eswatini","Ethiopia","Faroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. People's Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nauru","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","North Macedonia","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkiye","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Viet Nam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe"
"Population, total","2015","33753499","2880703","39543154","51368","71746","28127721","89941","43131966","2878595","104257","23815995","8642699","9649341","392697","1362142","157830000","278083","9461076","11274196","359871","10932783","65237","743274","11090085","3524324","2305171","205188205","29366","421437","7177991","18718019","10727148","552166","15417523","23012646","35704498","60911","4819333","14140274","162190","17870124","1379860000","47119728","730216","78656904","5064386","4895242","23596741","4203604","11339894","157980","1187280","10546059","5683483","1006259","70007","10405832","16195902","97723799","6231066","1346973","3340006","1315407","1133936","102471895","48816","917200","5479531","66548272","291787","2028517","2253133","3725276","81686611","28870939","32520","10820883","56114","118980","167978","15567419","11625998","1788919","755031","10563757","9294505","7291300","9843028","330815","1322866505","259091970","81790841","37757813","4701957","83593","8380100","60730582","2794445","127141000","9494246","17542806","46851488","116707","25258015","51014947","1788196","3908743","5956900","6787419","1977527","6398940","2118521","4612329","6192235","37355","2904910","569604","615239","24850912","16938942","31068833","435582","18112907","445053","49410","3946220","1262879","120149897","109462","2835978","36760","2964749","622159","34680458","26843246","51483949","2282704","11185","27610325","16939923","269460","4609400","6298598","20128124","183995785","1912430","51514","5188607","4191776","210969298","17794","3957099","8682174","6177950","30711863","103031365","37986412","10358076","3473232","2414573","19815616","144640716","11642959","203571","33570","201124","32749848","14356181","7095383","93419","7314773","5535002","38825","5423801","2063531","612660","13763906","55876504","11194299","46444832","21336697","47790","175623","35020","106482","38171178","575475","9799186","8282396","19205178","8524063","52542823","70294397","1205813","7473229","106122","1460177","11557779","78218479","5766431","36538","10877","37477356","45167350","8916899","65116219","320738994","3402818","31298900","276438","30529716","92191398","107712","4270092","28516545","16248230","14154937"
"Population, total","2016","34636207","2876101","40339329","50448","72540","29154746","90564","43590368","2865835","104874","24190907","8736668","9757812","395976","1409661","159784568","278649","9469379","11331422","367313","11260085","64554","749761","11263015","3480986","2352416","206859578","29739","425994","7127822","19275498","10903327","558394","15624584","23711630","36110803","62255","4904177","14592585","163721","18083879","1387790000","47625955","746232","81430977","5186824","4945205","24213622","4174349","11342012","159664","1197881","10566332","5728010","1023261","70075","10527592","16439585","99784030","6250510","1398927","3365287","1315790","1142524","105293228","49500","918371","5495303","66724104","293541","2086206","2317206","3727505","82348669","29554303","32565","10775971","56186","119966","168346","15827690","11930985","1834552","759087","10713849","9460798","7336600","9814023","335439","1338636340","261850182","83306231","38697943","4755335","83450","8546000","60627498","2802695","127076000","9964656","17794055","47894670","118513","25389611","51217803","1777557","4048085","6079500","6891363","1959537","6258619","2143872","4706097","6282196","37609","2868231","582014","626688","25501941","17405624","31526418","454252","18700106","455356","48329","4051890","1263747","121519221","109925","2803186","37071","3029555","622303","35107264","27696493","51892349","2323352","11437","27861186","17030314","270220","4714100","6389235","20921743","188666931","1906313","51133","5234519","4398070","213524840","17816","4026336","8899169","6266615","31132779","104875266","37970087","10325452","3406672","2595166","19702267","145015460","11930899","205544","33834","204632","33416270","14751356","7058322","94677","7493913","5607283","38992","5430798","2065042","628102","14292847","56422274","11066105","46484062","21425494","47788","176413","34811","105963","39377169","581453","9923085","8373338","18964252","8725318","54401802","70607037","1224562","7661354","105707","1469330","11685667","79277962","5868561","38246","10852","38748299","45038236","8994263","65611593","323071755","3413766","31847900","283218","30741464","93126529","107516","4367088","29274002","16767761","14452704"
"Population, total","2017","35643418","2873457","41136546","49463","73837","30208628","91119","44044811","2851923","105439","24592588","8797566","9854033","399020","1456834","161793964","279187","9458989","11375158","374693","11596779","63873","756121","11435533","3440027","2401840","208504960","30060","430276","7075947","19835858","11155593","564954","15830689","24393181","36545075","63581","4996741","15085884","165215","18368577","1396215000","48351671","761664","84283273","5312340","4993842","24848016","4124531","11336405","160175","1208523","10594438","5764980","1040233","70403","10647244","16696944","101789386","6266654","1450694","3396933","1317384","1151390","108197950","50230","919019","5508214","66918020","295450","2140215","2381182","3728004","82657002","30222262","32602","10754679","56172","120921","168606","16087418","12240789","1879826","763252","10863543","9626842","7393200","9787966","343400","1354195680","264498852","84505076","39621162","4807388","83580","8713300","60536709","2808376","126972000","10215381","18037776","48948137","120362","25516321","51361911","1791003","4124904","6198200","6997917","1942248","6109252","2170617","4796631","6378261","37889","2828403","596336","638609","26169542","17881167","31975806","472442","19311355","467999","47187","4160015","1264887","122839258","110430","2755189","37044","3096030","622373","35528115","28569441","52288341","2364534","11682","28183426","17131296","270810","4813600","6480532","21737922","193495907","1898657","50729","5276968","4541854","216379655","17837","4096063","9114796","6355404","31605486","106738501","37974826","10300300","3325286","2711755","19588715","145293260","12230339","207630","34056","208036","34193122","15157793","7020858","95843","7677565","5612253","38615","5439232","2066388","643634","14864221","56641209","10658226","46593236","21506813","47785","177163","34496","105549","40679828","587559","10057698","8451840","18983373","8925525","56267032","70898202","1243235","7852795","105415","1478607","11811443","80312698","5968383","39844","10828","40127085","44880758","9068296","66058859","325122128","3422200","32388600","290239","30563433","94033048","107281","4454805","30034389","17298054","14751101"
"Population, total","2018","36686784","2866376","41927007","48424","75013","31273533","91626","44494502","2836557","105962","24963258","8840521","9939771","401906","1487340","163683958","279688","9438785","11427054","382066","11940683","63918","762096","11606905","3400129","2451409","210166592","30335","434274","7025037","20392723","11493472","571202","16025238","25076747","37072620","64884","5094780","15604210","167259","18701450","1402760000","49276961","776313","87087355","5441062","5040734","25493988","4087843","11328244","159336","1218831","10629928","5793636","1057198","70823","10765531","17015672","103740765","6276342","1502091","3445374","1321977","1160428","111129438","50955","918996","5515525","67158348","297606","2192012","2444916","3726549","82905782","30870641","32648","10732882","56023","121838","168678","16346950","12554864","1924955","785514","11012421","9792850","7452600","9775564","352721","1369003306","267066843","85617562","40590700","4867316","83775","8882800","60421760","2811835","126811000","10459865","18276452","49953304","122261","25638149","51585058","1797085","4317185","6322800","7105006","1927174","5950839","2198017","4889391","6477793","38181","2801543","607950","650991","26846541","18367883","32399271","489758","19934298","484630","45989","4270712","1265577","124013861","110929","2707203","37029","3163991","622227","35927511","29423878","52666014","2405680","11924","28506712","17231624","271170","4900600","6572233","22577058","198387623","1889051","50304","5311916","4601157","219731479","17864","4165255","9329227","6443328","32203944","108568836","37974750","10283822","3193354","2766732","19473970","145398106","12531808","209701","34156","211344","35018133","15574909","6982604","96762","7861281","5638676","38934","5446771","2073894","659249","15411094","57339635","10395329","46797754","21670000","47761","177888","33852","105281","41999059","593715","10175214","8514329","19333463","9128132","58090443","71127802","1261845","8046679","105150","1504709","11933041","81407204","6065066","41487","10865","41515395","44690584","9140169","66460344","326838199","3427042","32956100","297298","29825653","94914330","107001","4569087","30790513","17835893","15052184"
"Population, total","2019","37769499","2854191","42705368","47321","76343","32353588","92117","44938712","2820602","106442","25334826","8879920","10024283","404557","1494188","165516222","280180","9419758","11488980","389095","12290444","63911","767459","11777315","3360711","2499702","211782878","30610","438048","6975761","20951639","11874838","577030","16207746","25782341","37618495","66134","5209324","16126866","169410","19039485","1407745000","50187406","790986","89906890","5570733","5084532","26147551","4065253","11316697","157441","1228836","10671870","5814422","1073994","71428","10881882","17343740","105618671","6280217","1553031","3498818","1326898","1169613","114120594","51681","918465","5521606","67388001","299717","2242785","2508883","3720161","83092962","31522290","32685","10721582","56225","122724","168624","16604026","12877539","1970457","798753","11160438","9958829","7507900","9771141","360563","1383112050","269582878","86564202","41563520","4934340","83933","9054000","59729081","2813773","126633000","10698683","18513673","50951450","124241","25755441","51764822","1788878","4441100","6456200","7212053","1913822","5781907","2225702","4985289","6569088","38482","2794137","620001","663653","27533134","18867337","32804020","504508","20567424","504062","44728","4383849","1265985","125085311","111379","2664224","37034","3232430","622028","36304408","30285595","53040212","2446644","12132","28832496","17344874","271240","4979200","6663924","23443393","203304492","1876262","49858","5347896","4602768","223293280","17916","4232532","9542486","6530026","32824861","110380804","37965475","10286263","3193694","2807235","19371648","145453291","12835028","211905","34178","214599","35827362","16000781","6945235","97625","8046828","5703569","39648","5454147","2088385","674993","15981300","58087055","10447666","47134837","21803000","47712","178583","33121","104924","43232093","600301","10278887","8575280","20098251","9337003","59872579","71307763","1280438","8243094","104951","1519955","12049314","82579440","6158420","43080","10956","42949080","44474512","9211657","66836327","328329953","3428409","33580350","304404","28971683","95776716","106669","4685306","31546691","18380477","15354608"
"Population, total","2020","38972230","2837849","43451666","46189","77700","33428486","92664","45376763","2805608","106585","25649248","8916864","10093121","406471","1477469","167420951","280693","9379952","11538604","394921","12643123","63893","772506","11936162","3318407","2546402","213196304","30910","441725","6934015","21522626","12220227","582640","16396860","26491087","38028638","67311","5343020","16644701","171113","19300315","1411100000","50930662","806166","92853164","5702174","5123105","26811790","4047680","11300698","154947","1237537","10697858","5831404","1090156","71995","10999664","17588595","107465134","6292731","1596049","3555868","1329522","1180655","117190911","52415","920422","5529543","67571107","301920","2292573","2573995","3722716","83160871","32180401","32709","10698599","56367","123663","169231","16858333","13205153","2015828","797202","11306801","10121763","7481000","9750149","366463","1396387127","271857970","87290193","42556984","4985382","84046","9215100","59438851","2820436","126261000","10928721","18755666","51985780","126463","25867467","51836239","1790133","4360444","6579900","7319399","1900449","5662923","2254100","5087584","6653942","38756","2794885","630419","676283","28225177","19377061","33199993","514438","21224040","515332","43413","4498604","1266014","125998302","112106","2635130","36922","3294335","621306","36688772","31178239","53423198","2489098","12315","29348627","17441500","271080","5090200","6755895","24333639","208327405","1856124","49587","5379475","4543399","227196741","17972","4294396","9749640","6618695","33304756","112190977","37899070","10297081","3281557","2760385","19265250","145245148","13146362","214929","34007","218641","35997107","16436120","6899126","98462","8233970","5685807","40350","5458827","2102419","691191","16537016","58801927","10606227","47365655","21919000","47642","179237","32553","104632","44440486","607065","10353442","8638167","20772595","9543207","61704518","71475664","1299995","8442580","105254","1518147","12161723","83384680","6250438","44276","11069","44404611","44207754","9287289","67081234","331526933","3429086","34232050","311685","28490453","96648685","106290","4803269","32284046","18927715","15669666"
"Population, total","2021","40099462","2811666","44177969","45035","79034","34503774","93219","45808747","2790974","106537","25685412","8955797","10137750","407906","1463265","169356251","281200","9302585","11586195","400031","12996895","63764","777486","12079472","3270943","2588423","214326223","31122","445373","6877743","22100683","12551213","587925","16589023","27198628","38239864","68136","5457154","17179740","172683","19493184","1412360000","51516562","821625","95894118","5835806","5153957","27478249","3878981","11256372","152369","1244188","10505772","5856733","1105557","72412","11117873","17797737","109262178","6314167","1634466","3620312","1330932","1192271","120283026","52889","924610","5541017","67764304","304032","2341179","2639916","3708610","83196078","32833031","32669","10569207","56653","124610","170534","17109746","13531906","2060721","804567","11447569","10278345","7413100","9709891","372520","1407563842","273753191","87923432","43533592","5033164","84263","9371400","59133173","2827695","125681593","11148278","19191356","53005614","128874","25971909","51769539","1786038","4250114","6773400","7425057","1884490","5592631","2281454","5193416","6735277","39039","2800839","640064","686607","28915653","19889742","33573874","521457","21904983","518536","42050","4614974","1266334","126705138","113131","2595809","36686","3347782","619211","37076584","32077072","53798084","2530151","12511","30034989","17533044","270390","5111300","6850540","25252722","213401323","1837114","49481","5408320","4520471","231402117","18024","4351267","9949437","6703799","33715471","113880328","37747124","10361831","3262693","2688235","19122059","144746762","13461888","218764","33745","223107","35950396","16876720","6834326","99258","8420641","5453566","40708","5447247","2108079","707851","17065581","59392255","10748272","47415794","22156000","47606","179651","31948","104332","45657202","612985","10415811","8704546","21324367","9750064","63588334","71601103","1320942","8644829","106017","1525663","12262946","84147318","6341855","45114","11204","45853778","43848986","9365145","67026292","332048977","3426260","34915100","319137","28199867","97468029","105870","4922749","32981641","19473125","15993524"
"Population, total","2022","41128771","2777689","44903225","44273","79824","35588987","93763","46234830","2780469","106445","26014399","9041851","10141756","409984","1472233","171186372","281635","9228071","11685814","405272","13352864","63595","782455","12224110","3233526","2630296","215313498","31305","449002","6465097","22673762","12889576","593149","16767842","27914536","38939056","68706","5579144","17723315","174079","19603733","1412175000","51874024","836774","99010212","5970424","5180829","28160542","3855641","11212191","149996","1251488","10672118","5903037","1120849","72737","11228821","18001000","110990103","6336392","1674908","3684032","1348840","1201670","123379924","53090","929766","5556106","67971311","306279","2388992","2705992","3712502","83797985","33475870","32649","10426919","56661","125438","171774","17357886","13859341","2105566","808726","11584996","10432860","7346100","9643048","382003","1417173173","275501339","88550570","44496122","5127170","84519","9557500","58940425","2827377","125124989","11285869","19634983","54027487","131232","26069416","51672569","1768086","4268873","6974900","7529475","1879383","5489739","2305825","5302681","6812341","39327","2831639","653103","695168","29611714","20405317","33938221","523787","22593590","531113","41569","4736139","1262523","127504125","114164","2538894","36469","3398366","617213","37457971","32969518","54179306","2567012","12668","30547580","17700982","269215","5117200","6948392","26207977","218541212","1831712","49551","5457127","4576298","235824862","18055","4408581","10142619","6780744","34049588","115559009","36821749","10409704","3220113","2695122","19047009","144236933","13776698","222382","33660","227380","36408820","17316449","6664449","119878","8605718","5637022","40888","5431752","2111986","724273","17597511","59893885","10913164","47778340","22181000","47657","179857","31791","103948","46874204","618040","10486941","8775760","22125249","9952787","65497748","71697030","1341296","8848699","106858","1531044","12356117","84979913","6430770","45703","11312","47249585","38000000","9441129","67791000","333271411","3422794","35648100","326740","28301696","98186856","105413","5043612","33696614","20017675","16320537"
"Population, total","2023","42239854","2745972","45606480","43914","80088","36684202","94298","46654581","2777970","106277","26638544","9132383","10112555","412623","1485509","172954319","281995","9178298","11822592","410825","13712828","63489","787424","12388571","3210847","2675352","216422446","31538","452524","6430370","23251485","13238559","598682","16944826","28647293","40097761","69310","5742315","18278568","175346","19629590","1410710000","52085168","852075","102262808","6106869","5212173","28873034","3853200","11194449","147862","1260138","10873689","5946952","1136455","73040","11332972","18190484","112716598","6364943","1714671","3748901","1366188","1210822","126527060","53270","936375","5584264","68170228","308872","2436566","2773168","3760365","84482267","34121985","32688","10361295","56865","126183","172952","17602431","14190612","2150842","813834","11724763","10593798","7536100","9589872","393600","1428627663","277534122","89172767","45504560","5262382","84710","9756700","58761146","2825544","124516650","11337052","19900177","55100586","133515","26160821","51712619","1756374","4310108","7100800","7633779","1881750","5353930","2330318","5418377","6888388","39584","2871897","668606","704149","30325732","20931751","34308525","521021","23293698","553214","41996","4862989","1261041","128455567","115224","2486891","36297","3447157","616177","37840044","33897354","54577997","2604172","12780","30896590","17879488","267940","5223100","7046310","27202843","223804632","1811980","49796","5519594","4644384","240485658","18058","4468087","10329931","6861524","34352719","117337368","36685849","10525347","3205691","2716391","19056116","143826130","14094683","225681","33642","231856","36947025","17763163","6618026","119773","8791092","5917648","41163","5426740","2120937","740424","18143378","60414495","11088796","48373336","22037000","47755","180251","32077","103698","48109006","623236","10536632","8849852","23227014","10143543","67438106","71801279","1360596","9053799","107773","1534937","12458223","85326000","6516100","46062","11396","48582334","37000000","9516871","68350000","334914895","3423108","36412350","334506","28838499","98858950","104917","5165775","34449825","20569737","16665409"
,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Last Updated: 09/19/2024,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
